"Plot Title: 20946644"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20946644, SEN S/N: 20946644)","Coupler Detached (LGR S/N: 20946644)","Coupler Attached (LGR S/N: 20946644)","Host Connected (LGR S/N: 20946644)","End Of File (LGR S/N: 20946644)"
1,02/06/21 04:00:00 PM,4.999,Logged,,,
2,02/06/21 04:10:00 PM,5.437,,,,
3,02/06/21 04:20:00 PM,5.360,,,,
4,02/06/21 04:30:00 PM,4.947,,,,
5,02/06/21 04:40:00 PM,4.584,,,,
6,02/06/21 04:50:00 PM,4.272,,,,
7,02/06/21 05:00:00 PM,4.402,,,,
8,02/06/21 05:10:00 PM,4.844,,,,
9,02/06/21 05:20:00 PM,5.282,,,,
10,02/06/21 05:30:00 PM,5.591,,,,
11,02/06/21 05:40:00 PM,5.257,,,,
12,02/06/21 05:50:00 PM,4.947,,,,
13,02/06/21 06:00:00 PM,4.688,,,,
14,02/06/21 06:10:00 PM,4.428,,,,
15,02/06/21 06:20:00 PM,4.194,,,,
16,02/06/21 06:30:00 PM,4.506,,,,
17,02/06/21 06:40:00 PM,4.844,,,,
18,02/06/21 06:50:00 PM,5.128,,,,
19,02/06/21 07:00:00 PM,5.462,,,,
20,02/06/21 07:10:00 PM,5.514,,,,
21,02/06/21 07:20:00 PM,5.154,,,,
22,02/06/21 07:30:00 PM,4.844,,,,
23,02/06/21 07:40:00 PM,4.610,,,,
24,02/06/21 07:50:00 PM,4.376,,,,
25,02/06/21 08:00:00 PM,4.194,,,,
26,02/06/21 08:10:00 PM,4.506,,,,
27,02/06/21 08:20:00 PM,4.844,,,,
28,02/06/21 08:30:00 PM,5.154,,,,
29,02/06/21 08:40:00 PM,5.488,,,,
30,02/06/21 08:50:00 PM,5.514,,,,
31,02/06/21 09:00:00 PM,5.128,,,,
32,02/06/21 09:10:00 PM,4.818,,,,
33,02/06/21 09:20:00 PM,4.584,,,,
34,02/06/21 09:30:00 PM,4.376,,,,
35,02/06/21 09:40:00 PM,4.168,,,,
36,02/06/21 09:50:00 PM,4.428,,,,
37,02/06/21 10:00:00 PM,4.766,,,,
38,02/06/21 10:10:00 PM,5.076,,,,
39,02/06/21 10:20:00 PM,5.462,,,,
40,02/06/21 10:30:00 PM,5.514,,,,
41,02/06/21 10:40:00 PM,5.179,,,,
42,02/06/21 10:50:00 PM,4.895,,,,
43,02/06/21 11:00:00 PM,4.662,,,,
44,02/06/21 11:10:00 PM,4.480,,,,
45,02/06/21 11:20:00 PM,4.324,,,,
46,02/06/21 11:30:00 PM,4.220,,,,
47,02/06/21 11:40:00 PM,4.194,,,,
48,02/06/21 11:50:00 PM,4.662,,,,
49,02/07/21 12:00:00 AM,5.128,,,,
50,02/07/21 12:10:00 AM,5.565,,,,
51,02/07/21 12:20:00 AM,5.385,,,,
52,02/07/21 12:30:00 AM,5.102,,,,
53,02/07/21 12:40:00 AM,4.844,,,,
54,02/07/21 12:50:00 AM,4.636,,,,
55,02/07/21 01:00:00 AM,4.480,,,,
56,02/07/21 01:10:00 AM,4.350,,,,
57,02/07/21 01:20:00 AM,4.246,,,,
58,02/07/21 01:30:00 AM,4.168,,,,
59,02/07/21 01:40:00 AM,4.454,,,,
60,02/07/21 01:50:00 AM,4.947,,,,
61,02/07/21 02:00:00 AM,5.411,,,,
62,02/07/21 02:10:00 AM,5.462,,,,
63,02/07/21 02:20:00 AM,5.179,,,,
64,02/07/21 02:30:00 AM,4.921,,,,
65,02/07/21 02:40:00 AM,4.688,,,,
66,02/07/21 02:50:00 AM,4.506,,,,
67,02/07/21 03:00:00 AM,4.350,,,,
68,02/07/21 03:10:00 AM,4.220,,,,
69,02/07/21 03:20:00 AM,4.141,,,,
70,02/07/21 03:30:00 AM,4.532,,,,
71,02/07/21 03:40:00 AM,5.024,,,,
72,02/07/21 03:50:00 AM,5.462,,,,
73,02/07/21 04:00:00 AM,5.411,,,,
74,02/07/21 04:10:00 AM,5.102,,,,
75,02/07/21 04:20:00 AM,4.844,,,,
76,02/07/21 04:30:00 AM,4.636,,,,
77,02/07/21 04:40:00 AM,4.454,,,,
78,02/07/21 04:50:00 AM,4.324,,,,
79,02/07/21 05:00:00 AM,4.194,,,,
80,02/07/21 05:10:00 AM,4.350,,,,
81,02/07/21 05:20:00 AM,4.818,,,,
82,02/07/21 05:30:00 AM,5.282,,,,
83,02/07/21 05:40:00 AM,5.565,,,,
84,02/07/21 05:50:00 AM,5.231,,,,
85,02/07/21 06:00:00 AM,4.921,,,,
86,02/07/21 06:10:00 AM,4.688,,,,
87,02/07/21 06:20:00 AM,4.506,,,,
88,02/07/21 06:30:00 AM,4.350,,,,
89,02/07/21 06:40:00 AM,4.220,,,,
90,02/07/21 06:50:00 AM,4.324,,,,
91,02/07/21 07:00:00 AM,4.688,,,,
92,02/07/21 07:10:00 AM,4.999,,,,
93,02/07/21 07:20:00 AM,5.308,,,,
94,02/07/21 07:30:00 AM,5.591,,,,
95,02/07/21 07:40:00 AM,5.360,,,,
96,02/07/21 07:50:00 AM,5.024,,,,
97,02/07/21 08:00:00 AM,4.766,,,,
98,02/07/21 08:10:00 AM,4.558,,,,
99,02/07/21 08:20:00 AM,4.376,,,,
100,02/07/21 08:30:00 AM,4.220,,,,
101,02/07/21 08:40:00 AM,4.298,,,,
102,02/07/21 08:50:00 AM,4.740,,,,
103,02/07/21 09:00:00 AM,5.154,,,,
104,02/07/21 09:10:00 AM,5.437,,,,
105,02/07/21 09:20:00 AM,5.462,,,,
106,02/07/21 09:30:00 AM,4.999,,,,
107,02/07/21 09:40:00 AM,4.636,,,,
108,02/07/21 09:50:00 AM,4.298,,,,
109,02/07/21 10:00:00 AM,4.246,,,,
110,02/07/21 10:10:00 AM,4.688,,,,
111,02/07/21 10:20:00 AM,5.102,,,,
112,02/07/21 10:30:00 AM,5.514,,,,
113,02/07/21 10:40:00 AM,5.385,,,,
114,02/07/21 10:50:00 AM,4.999,,,,
115,02/07/21 11:00:00 AM,4.636,,,,
116,02/07/21 11:10:00 AM,4.324,,,,
117,02/07/21 11:20:00 AM,4.246,,,,
118,02/07/21 11:30:00 AM,4.558,,,,
119,02/07/21 11:40:00 AM,4.869,,,,
120,02/07/21 11:50:00 AM,5.154,,,,
121,02/07/21 12:00:00 PM,5.514,,,,
122,02/07/21 12:10:00 PM,5.462,,,,
123,02/07/21 12:20:00 PM,5.102,,,,
124,02/07/21 12:30:00 PM,4.792,,,,
125,02/07/21 12:40:00 PM,4.558,,,,
126,02/07/21 12:50:00 PM,4.324,,,,
127,02/07/21 01:00:00 PM,4.220,,,,
128,02/07/21 01:10:00 PM,4.532,,,,
129,02/07/21 01:20:00 PM,4.844,,,,
130,02/07/21 01:30:00 PM,5.154,,,,
131,02/07/21 01:40:00 PM,5.411,,,,
132,02/07/21 01:50:00 PM,5.616,,,,
133,02/07/21 02:00:00 PM,5.231,,,,
134,02/07/21 02:10:00 PM,4.895,,,,
135,02/07/21 02:20:00 PM,4.636,,,,
136,02/07/21 02:30:00 PM,4.428,,,,
137,02/07/21 02:40:00 PM,4.272,,,,
138,02/07/21 02:50:00 PM,4.194,,,,
139,02/07/21 03:00:00 PM,4.636,,,,
140,02/07/21 03:10:00 PM,5.076,,,,
141,02/07/21 03:20:00 PM,5.437,,,,
142,02/07/21 03:30:00 PM,5.462,,,,
143,02/07/21 03:40:00 PM,4.999,,,,
144,02/07/21 03:50:00 PM,4.610,,,,
145,02/07/21 04:00:00 PM,4.246,,,,
146,02/07/21 04:10:00 PM,4.402,,,,
147,02/07/21 04:20:00 PM,4.818,,,,
148,02/07/21 04:30:00 PM,5.205,,,,
149,02/07/21 04:40:00 PM,5.591,,,,
150,02/07/21 04:50:00 PM,5.334,,,,
151,02/07/21 05:00:00 PM,4.973,,,,
152,02/07/21 05:10:00 PM,4.662,,,,
153,02/07/21 05:20:00 PM,4.324,,,,
154,02/07/21 05:30:00 PM,4.298,,,,
155,02/07/21 05:40:00 PM,4.584,,,,
156,02/07/21 05:50:00 PM,4.869,,,,
157,02/07/21 06:00:00 PM,5.102,,,,
158,02/07/21 06:10:00 PM,5.360,,,,
159,02/07/21 06:20:00 PM,5.565,,,,
160,02/07/21 06:30:00 PM,5.462,,,,
161,02/07/21 06:40:00 PM,4.973,,,,
162,02/07/21 06:50:00 PM,4.558,,,,
163,02/07/21 07:00:00 PM,4.272,,,,
164,02/07/21 07:10:00 PM,4.428,,,,
165,02/07/21 07:20:00 PM,4.844,,,,
166,02/07/21 07:30:00 PM,5.205,,,,
167,02/07/21 07:40:00 PM,5.462,,,,
168,02/07/21 07:50:00 PM,5.539,,,,
169,02/07/21 08:00:00 PM,5.050,,,,
170,02/07/21 08:10:00 PM,4.584,,,,
171,02/07/21 08:20:00 PM,4.220,,,,
172,02/07/21 08:30:00 PM,4.428,,,,
173,02/07/21 08:40:00 PM,4.714,,,,
174,02/07/21 08:50:00 PM,4.947,,,,
175,02/07/21 09:00:00 PM,5.179,,,,
176,02/07/21 09:10:00 PM,5.411,,,,
177,02/07/21 09:20:00 PM,5.591,,,,
178,02/07/21 09:30:00 PM,5.437,,,,
179,02/07/21 09:40:00 PM,4.921,,,,
180,02/07/21 09:50:00 PM,4.480,,,,
181,02/07/21 10:00:00 PM,4.272,,,,
182,02/07/21 10:10:00 PM,4.532,,,,
183,02/07/21 10:20:00 PM,4.792,,,,
184,02/07/21 10:30:00 PM,5.024,,,,
185,02/07/21 10:40:00 PM,5.231,,,,
186,02/07/21 10:50:00 PM,5.437,,,,
187,02/07/21 11:00:00 PM,5.616,,,,
188,02/07/21 11:10:00 PM,5.437,,,,
189,02/07/21 11:20:00 PM,4.921,,,,
190,02/07/21 11:30:00 PM,4.480,,,,
191,02/07/21 11:40:00 PM,4.272,,,,
192,02/07/21 11:50:00 PM,4.636,,,,
193,02/08/21 12:00:00 AM,5.024,,,,
194,02/08/21 12:10:00 AM,5.411,,,,
195,02/08/21 12:20:00 AM,5.591,,,,
