Serial Number:20937870 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-02-06 20:00:00,4.97,"1,336", , , , 
2021-02-06 20:10:00,5.36,"1,189", , , , 
2021-02-06 20:20:00,5.62,"1,012", , , , 
2021-02-06 20:30:00,5.79,852, , , , 
2021-02-06 20:40:00,5.40,700, , , , 
2021-02-06 20:50:00,4.93,550, , , , 
2021-02-06 21:00:00,4.63,480, , , , 
2021-02-06 21:10:00,4.46,400, , , , 
2021-02-06 21:20:00,4.72,316, , , , 
2021-02-06 21:30:00,5.10,243, , , , 
2021-02-06 21:40:00,5.32,161, , , , 
2021-02-06 21:50:00,5.49,86, , , , 
2021-02-06 22:00:00,5.70,0, , , , 
2021-02-06 22:10:00,5.79,0, , , , 
2021-02-06 22:20:00,5.45,0, , , , 
2021-02-06 22:30:00,4.97,0, , , , 
2021-02-06 22:40:00,4.63,0, , , , 
2021-02-06 22:50:00,4.42,0, , , , 
2021-02-06 23:00:00,4.80,0, , , , 
2021-02-06 23:10:00,5.06,0, , , , 
2021-02-06 23:20:00,5.32,0, , , , 
2021-02-06 23:30:00,5.57,0, , , , 
2021-02-06 23:40:00,5.66,0, , , , 
2021-02-06 23:50:00,5.79,0, , , , 
2021-02-07 00:00:00,5.79,0, , , , 
2021-02-07 00:10:00,5.27,0, , , , 
2021-02-07 00:20:00,4.84,0, , , , 
2021-02-07 00:30:00,4.50,0, , , , 
2021-02-07 00:40:00,4.63,0, , , , 
2021-02-07 00:50:00,4.97,0, , , , 
2021-02-07 01:00:00,5.27,0, , , , 
2021-02-07 01:10:00,5.49,0, , , , 
2021-02-07 01:20:00,5.62,0, , , , 
2021-02-07 01:30:00,5.75,0, , , , 
2021-02-07 01:40:00,5.83,0, , , , 
2021-02-07 01:50:00,5.36,0, , , , 
2021-02-07 02:00:00,4.89,0, , , , 
2021-02-07 02:10:00,4.54,0, , , , 
2021-02-07 02:20:00,4.59,0, , , , 
2021-02-07 02:30:00,4.93,0, , , , 
2021-02-07 02:40:00,5.19,0, , , , 
2021-02-07 02:50:00,5.49,0, , , , 
2021-02-07 03:00:00,5.66,0, , , , 
2021-02-07 03:10:00,5.83,0, , , , 
2021-02-07 03:20:00,5.53,0, , , , 
2021-02-07 03:30:00,4.97,0, , , , 
2021-02-07 03:40:00,4.63,0, , , , 
2021-02-07 03:50:00,4.46,0, , , , 
2021-02-07 04:00:00,4.80,0, , , , 
2021-02-07 04:10:00,5.23,0, , , , 
2021-02-07 04:20:00,5.53,0, , , , 
2021-02-07 04:30:00,5.75,0, , , , 
2021-02-07 04:40:00,5.53,0, , , , 
2021-02-07 04:50:00,5.15,0, , , , 
2021-02-07 05:00:00,4.80,0, , , , 
2021-02-07 05:10:00,4.59,0, , , , 
2021-02-07 05:20:00,4.46,0, , , , 
2021-02-07 05:30:00,4.63,0, , , , 
2021-02-07 05:40:00,5.10,0, , , , 
2021-02-07 05:50:00,5.53,0, , , , 
2021-02-07 06:00:00,5.79,0, , , , 
2021-02-07 06:10:00,5.49,72, , , , 
2021-02-07 06:20:00,5.10,153, , , , 
2021-02-07 06:30:00,4.80,229, , , , 
2021-02-07 06:40:00,4.59,302, , , , 
2021-02-07 06:50:00,4.50,393, , , , 
2021-02-07 07:00:00,4.63,468, , , , 
2021-02-07 07:10:00,5.10,540, , , , 
2021-02-07 07:20:00,5.49,813, , , , 
2021-02-07 07:30:00,5.79,985, , , , 
2021-02-07 07:40:00,5.53,"1,161", , , , 
2021-02-07 07:50:00,5.19,"1,311", , , , 
2021-02-07 08:00:00,4.84,"1,464", , , , 
2021-02-07 08:10:00,4.59,"1,624", , , , 
2021-02-07 08:20:00,4.50,"1,766", , , , 
2021-02-07 08:30:00,4.93,"1,914", , , , 
2021-02-07 08:40:00,5.32,"2,063", , , , 
2021-02-07 08:50:00,5.53,"2,220", , , , 
2021-02-07 09:00:00,5.83,"2,367", , , , 
2021-02-07 09:10:00,5.57,"2,493", , , , 
2021-02-07 09:20:00,5.15,"2,648", , , , 
2021-02-07 09:30:00,4.80,"2,784", , , , 
2021-02-07 09:40:00,4.59,"2,913", , , , 
2021-02-07 09:50:00,4.67,"3,053", , , , 
2021-02-07 10:00:00,5.10,"3,180", , , , 
2021-02-07 10:10:00,5.45,"3,197", , , , 
2021-02-07 10:20:00,5.70,"3,197", , , , 
2021-02-07 10:30:00,5.92,"3,188", , , , 
2021-02-07 10:40:00,5.53,"3,164", , , , 
2021-02-07 10:50:00,5.06,"3,176", , , , 
2021-02-07 11:00:00,4.76,"3,178", , , , 
2021-02-07 11:10:00,4.50,"3,191", , , , 
2021-02-07 11:20:00,4.89,"3,169", , , , 
2021-02-07 11:30:00,5.19,"3,180", , , , 
2021-02-07 11:40:00,5.49,"3,195", , , , 
2021-02-07 11:50:00,5.70,"3,160", , , , 
2021-02-07 12:00:00,5.87,"3,178", , , , 
2021-02-07 12:10:00,5.66,"3,167", , , , 
2021-02-07 12:20:00,5.15,"3,171", , , , 
2021-02-07 12:30:00,4.80,"3,178", , , , 
2021-02-07 12:40:00,4.59,"3,173", , , , 
2021-02-07 12:50:00,4.89,"3,181", , , , 
2021-02-07 13:00:00,5.23,"3,167", , , , 
2021-02-07 13:10:00,5.49,"3,185", , , , 
2021-02-07 13:20:00,5.66,"3,181", , , , 
2021-02-07 13:30:00,5.79,"3,180", , , , 
2021-02-07 13:40:00,5.83,"3,171", , , , 
2021-02-07 13:50:00,5.36,"3,180", , , , 
2021-02-07 14:00:00,4.89,"3,174", , , , 
2021-02-07 14:10:00,4.59,"3,162", , , , 
2021-02-07 14:20:00,4.76,"3,183", , , , 
2021-02-07 14:30:00,5.06,"3,162", , , , 
2021-02-07 14:40:00,5.32,"3,176", , , , 
2021-02-07 14:50:00,5.45,"3,165", , , , 
2021-02-07 15:00:00,5.57,"3,154", , , , 
2021-02-07 15:10:00,5.75,"3,165", , , , 
2021-02-07 15:20:00,5.79,"3,149", , , , 
2021-02-07 15:30:00,5.83,"3,146", , , , 
2021-02-07 15:40:00,5.87,"3,162", , , , 
2021-02-07 15:50:00,5.40,"3,164", , , , 
2021-02-07 16:00:00,4.89,"3,174", , , , 
2021-02-07 16:10:00,4.50,"3,121", , , , 
2021-02-07 16:20:00,4.72,"3,156", , , , 
2021-02-07 16:30:00,5.02,"3,162", , , , 
2021-02-07 16:40:00,5.19,"3,185", , , , 
