Serial Number:21002978 --

"Date Time, GMT -0500","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-02-06 20:00:00,4.29,"1,704", , , , 
2021-02-06 20:10:00,4.24,"1,522", , , , 
2021-02-06 20:20:00,4.16,"1,304", , , , 
2021-02-06 20:30:00,3.99,"1,101", , , , 
2021-02-06 20:40:00,3.99,931, , , , 
2021-02-06 20:50:00,3.90,765, , , , 
2021-02-06 21:00:00,3.86,656, , , , 
2021-02-06 21:10:00,3.82,546, , , , 
2021-02-06 21:20:00,4.16,441, , , , 
2021-02-06 21:30:00,4.72,333, , , , 
2021-02-06 21:40:00,5.06,227, , , , 
2021-02-06 21:50:00,5.40,123, , , , 
2021-02-06 22:00:00,5.36,0, , , , 
2021-02-06 22:10:00,4.93,0, , , , 
2021-02-06 22:20:00,4.50,0, , , , 
2021-02-06 22:30:00,4.33,0, , , , 
2021-02-06 22:40:00,4.12,0, , , , 
2021-02-06 22:50:00,3.99,0, , , , 
2021-02-06 23:00:00,3.90,0, , , , 
2021-02-06 23:10:00,4.07,0, , , , 
2021-02-06 23:20:00,4.59,0, , , , 
2021-02-06 23:30:00,4.93,0, , , , 
2021-02-06 23:40:00,5.27,0, , , , 
2021-02-06 23:50:00,5.49,0, , , , 
2021-02-07 00:00:00,5.36,0, , , , 
2021-02-07 00:10:00,4.89,0, , , , 
2021-02-07 00:20:00,4.50,0, , , , 
2021-02-07 00:30:00,4.24,0, , , , 
2021-02-07 00:40:00,4.03,0, , , , 
2021-02-07 00:50:00,4.07,0, , , , 
2021-02-07 01:00:00,4.59,0, , , , 
2021-02-07 01:10:00,5.02,0, , , , 
2021-02-07 01:20:00,5.36,0, , , , 
2021-02-07 01:30:00,5.57,0, , , , 
2021-02-07 01:40:00,5.19,0, , , , 
2021-02-07 01:50:00,4.80,0, , , , 
2021-02-07 02:00:00,4.46,0, , , , 
2021-02-07 02:10:00,4.20,0, , , , 
2021-02-07 02:20:00,4.03,0, , , , 
2021-02-07 02:30:00,3.99,0, , , , 
2021-02-07 02:40:00,4.63,0, , , , 
2021-02-07 02:50:00,5.06,0, , , , 
2021-02-07 03:00:00,5.32,0, , , , 
2021-02-07 03:10:00,5.53,0, , , , 
2021-02-07 03:20:00,5.10,0, , , , 
2021-02-07 03:30:00,4.72,0, , , , 
2021-02-07 03:40:00,4.50,0, , , , 
2021-02-07 03:50:00,4.33,0, , , , 
2021-02-07 04:00:00,4.20,0, , , , 
2021-02-07 04:10:00,4.16,0, , , , 
2021-02-07 04:20:00,4.07,0, , , , 
2021-02-07 04:30:00,4.12,0, , , , 
2021-02-07 04:40:00,4.03,0, , , , 
2021-02-07 04:50:00,4.12,0, , , , 
2021-02-07 05:00:00,4.07,0, , , , 
2021-02-07 05:10:00,4.07,0, , , , 
2021-02-07 05:20:00,4.12,0, , , , 
2021-02-07 05:30:00,4.12,0, , , , 
2021-02-07 05:40:00,4.16,0, , , , 
2021-02-07 05:50:00,4.16,0, , , , 
2021-02-07 06:00:00,4.20,0, , , , 
2021-02-07 06:10:00,4.20,105, , , , 
2021-02-07 06:20:00,4.16,212, , , , 
2021-02-07 06:30:00,4.16,316, , , , 
2021-02-07 06:40:00,4.16,418, , , , 
2021-02-07 06:50:00,4.16,540, , , , 
2021-02-07 07:00:00,4.12,642, , , , 
2021-02-07 07:10:00,4.16,748, , , , 
2021-02-07 07:20:00,4.16,892, , , , 
2021-02-07 07:30:00,4.12,"1,091", , , , 
2021-02-07 07:40:00,4.07,"1,301", , , , 
2021-02-07 07:50:00,4.03,"1,487", , , , 
2021-02-07 08:00:00,4.07,"1,681", , , , 
2021-02-07 08:10:00,4.03,"1,893", , , , 
