Date,Time,Channel,User,SensorID,Sensor_Name,delta_t,Time_Unit,Value,O2_Unit,Mode,Phase,Phase_Unit,Amplitude,Amplitude_Unit,Temp,Temp_Unit,Pressure,Pressure_Unit,Salinity,Salinity_Unit,Error,Cal0,Cal0_Unit,T0,T0_Unit,O2Cal2nd,O2_Unit,Cal2nd,Cal2nd_Unit,T2nd,T2nd_Unit,CalPressure,CalPressure_Unit,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal_Mode,SignalLEDCurrent,User_Signal_Intensity,ReferenceLEDCurrent,Reference_Amplitude,Device_Serial,FwVersion,SwVersion,Sensor_Type,BatchID,Calibration_Date,Sensor_Lot,PreSens_Calibr,Battery_Voltage,Battery_Voltage_Unit
2/4/21,8:56:42,7,default,155643056,OXY-CH7,0,min,294.478,µmol/L,Humid,23.177,deg,63438,µV,7.014,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357987.72,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:43,7,default,155643056,OXY-CH7,0.021,min,294.61,µmol/L,Humid,23.177,deg,63424,µV,7,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357930.99,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:44,7,default,155643056,OXY-CH7,0.037,min,294.583,µmol/L,Humid,23.176,deg,63420,µV,7.006,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357883.79,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:45,7,default,155643056,OXY-CH7,0.054,min,294.507,µmol/L,Humid,23.18,deg,63408,µV,7.003,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357856.28,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:46,7,default,155643056,OXY-CH7,0.071,min,294.557,µmol/L,Humid,23.177,deg,63400,µV,7.006,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357826.12,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:47,7,default,155643056,OXY-CH7,0.088,min,294.614,µmol/L,Humid,23.178,deg,63396,µV,6.998,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357833.53,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:48,7,default,155643056,OXY-CH7,0.104,min,294.345,µmol/L,Humid,23.181,deg,63396,µV,7.017,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357804.53,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:49,7,default,155643056,OXY-CH7,0.121,min,294.386,µmol/L,Humid,23.176,deg,63395,µV,7.025,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357806.28,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:50,7,default,155643056,OXY-CH7,0.137,min,294.319,µmol/L,Humid,23.183,deg,63391,µV,7.015,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357801.63,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
2/4/21,8:56:51,7,default,155643056,OXY-CH7,0.154,min,294.389,µmol/L,Humid,23.18,deg,63384,µV,7.015,°C,1009,hPa,35.3,pmil,0,55.45,deg,20,°C,100,%a.s.,21.8,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,28,0,85,357784.31,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:20,0000-00,0,no battery,V
