"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"chromosome_10_400118",3519.858467514,-1.33662171967117,0.474238103446895,-2.81846125386432,0.00482544345730687,0.0434289911157619,3316,17732,3407,85,2822,7548,4057,4065,7518,9009,1022,5759,12906,2462,474,4419,3315,1103,3834
"chromosome_4_131850",417.039506512241,-1.26929856081406,0.418484850522365,-3.03308126740951,0.00242070400339857,0.0286867475408549,502,1340,435,47,199,534,821,756,939,2377,58,649,483,85,50,566,223,199,1068
"chromosome_4_131836",417.039506512241,-1.26929856081406,0.418484850522365,-3.03308126740951,0.00242070400339857,0.0286867475408549,502,1340,435,47,199,534,821,756,939,2377,58,649,483,85,50,566,223,199,1068
"chromosome_4_131810",417.039506512241,-1.26929856081406,0.418484850522365,-3.03308126740951,0.00242070400339857,0.0286867475408549,502,1340,435,47,199,534,821,756,939,2377,58,649,483,85,50,566,223,199,1068
"chromosome_4_131796",417.039506512241,-1.26929856081406,0.418484850522365,-3.03308126740951,0.00242070400339857,0.0286867475408549,502,1340,435,47,199,534,821,756,939,2377,58,649,483,85,50,566,223,199,1068
"chromosome_4_131847",415.587253890969,-1.2645621432378,0.418340008482733,-3.02280947936157,0.00250439859483654,0.0286867475408549,497,1341,432,47,199,531,821,754,936,2371,58,647,484,83,50,563,223,199,1067
"chromosome_4_131807",415.587253890969,-1.2645621432378,0.418340008482733,-3.02280947936157,0.00250439859483654,0.0286867475408549,497,1341,432,47,199,531,821,754,936,2371,58,647,484,83,50,563,223,199,1067
"chromosome_5_168528",75.3570041213234,3.17559214349715,1.03363458313702,3.07225802551945,0.00212445998535886,0.0286867475408549,1,5450,3,3,546,11,468,35,1,172,17,80,56,29,1,34,12,16,299
"chromosome_6_180004",169.915163677578,-1.47554410400875,0.52311146412267,-2.82070687646551,0.00479179655326807,0.0434289911157619,144,587,185,14,102,378,251,122,409,481,41,216,410,94,27,281,186,68,85
"chromosome_3_79553",78.0645613287316,-3.22436808125309,0.6496889329885,-4.96294136706521,6.94335479137315e-07,8.74862703713017e-05,48,188,98,2,30,71,49,520,94,105,46,93,106,28,17,40,44,51,27
"chromosome_5_147390",38.603229009293,2.58347217780817,0.771079595187256,3.35046108590227,0.000806771441746162,0.0286867475408549,10,664,15,3,381,40,267,30,6,24,2,148,103,8,2,16,5,10,68
"chromosome_5_147456",38.603229009293,2.58347217780817,0.771079595187256,3.35046108590227,0.000806771441746162,0.0286867475408549,10,664,15,3,381,40,267,30,6,24,2,148,103,8,2,16,5,10,68
"chromosome_12_481048",240.626684832785,-2.33674498469137,0.781335736153295,-2.99070537358976,0.00278333895647115,0.0292250590429471,11,1395,381,6,191,497,302,566,404,902,170,155,15,88,30,266,539,96,284
"chromosome_4_135958",50.8324028614125,-1.94475184018536,0.60121859272098,-3.23468346410222,0.00121777655224852,0.0286867475408549,26,122,69,2,27,69,15,26,104,368,15,63,104,14,15,74,58,20,100
