"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST.1065.x","AST.1147.x","AST.1412.x","AST.1560.x","AST.1567.x","AST.1617.x","AST.1722.x","AST.2000.x","AST.2007.x","AST.2302.x","AST.2360.x","AST.2398.x","AST.2404.x","AST.2412.x","AST.2512.x","AST.2523.x","AST.2563.x","AST.2729.x","AST.2755.x","GO.ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","AST.2755.y"
"1","evm.TU.chromosome_8.383",106.149220762847,-2.56416449674851,0.729166924954859,-3.51656720703185,0.000437165968565994,0.0204808132065917,183,109,306,12,7,297,119,39,141,398,113,21,130,159,82,216,233,34,0,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",0
"2","evm.TU.chromosome_8.383",106.149220762847,-2.56416449674851,0.729166924954859,-3.51656720703185,0.000437165968565994,0.0204808132065917,183,109,306,12,7,297,119,39,141,398,113,21,130,159,82,216,233,34,0,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",0
"3","evm.TU.chromosome_8.383",106.149220762847,-2.56416449674851,0.729166924954859,-3.51656720703185,0.000437165968565994,0.0204808132065917,183,109,306,12,7,297,119,39,141,398,113,21,130,159,82,216,233,34,0,"GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",0
"4","evm.TU.chromosome_8.384",800.278277720224,-1.59856776647066,0.494562900692816,-3.23228403147765,0.00122804925258632,0.0423506429746089,3098,952,901,79,449,2484,1103,851,1459,1352,843,446,973,1103,400,1368,1329,235,50,"GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",50
"5","evm.TU.chromosome_8.384",800.278277720224,-1.59856776647066,0.494562900692816,-3.23228403147765,0.00122804925258632,0.0423506429746089,3098,952,901,79,449,2484,1103,851,1459,1352,843,446,973,1103,400,1368,1329,235,50,"GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",50
"6","evm.TU.chromosome_8.384",800.278277720224,-1.59856776647066,0.494562900692816,-3.23228403147765,0.00122804925258632,0.0423506429746089,3098,952,901,79,449,2484,1103,851,1459,1352,843,446,973,1103,400,1368,1329,235,50,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",50
"7","evm.TU.chromosome_8.384",800.278277720224,-1.59856776647066,0.494562900692816,-3.23228403147765,0.00122804925258632,0.0423506429746089,3098,952,901,79,449,2484,1103,851,1459,1352,843,446,973,1103,400,1368,1329,235,50,"GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,50
"8","evm.TU.chromosome_8.384",800.278277720224,-1.59856776647066,0.494562900692816,-3.23228403147765,0.00122804925258632,0.0423506429746089,3098,952,901,79,449,2484,1103,851,1459,1352,843,446,973,1103,400,1368,1329,235,50,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",50
"9","evm.TU.chromosome_3.1277",94.1608311451382,-1.86676722216274,0.499415174267487,-3.73790649213012,0.000185558929975466,0.0111598607678325,157,81,148,28,20,214,65,44,223,128,189,124,239,197,35,127,87,22,10,"GO:0070374",0.0106980812279001,0.995598684486163,14,88,"positive regulation of ERK1 and ERK2 cascade","BP",10
"10","evm.TU.chromosome_14.7108",165.087862178872,-3.13958695587748,0.653210932835749,-4.80639070483368,1.53679433678532e-06,0.000281168656501744,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15,"GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,15
"11","evm.TU.chromosome_14.7108",165.087862178872,-3.13958695587748,0.653210932835749,-4.80639070483368,1.53679433678532e-06,0.000281168656501744,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15,"GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",15
"12","evm.TU.chromosome_14.7108",165.087862178872,-3.13958695587748,0.653210932835749,-4.80639070483368,1.53679433678532e-06,0.000281168656501744,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15,"GO:0022829",0.0482983459918834,0.996242805793748,2,5,"wide pore channel activity","MF",15
"13","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",80
"14","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",80
"15","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0005507",0.0479593786362308,0.979061656004402,10,69,"copper ion binding","MF",80
"16","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0004720",0.0293059807949241,0.998502273496655,2,4,"protein-lysine 6-oxidase activity","MF",80
"17","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0005044",0.0395704812691337,0.982464450423501,11,79,"scavenger receptor activity","MF",80
"18","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0030199",1.38048079190912e-05,0.999997596215807,13,42,"collagen fibril organization","BP",80
"19","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0043542",0.0410423987180905,0.993863804371821,3,11,"endothelial cell migration","BP",80
"20","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0001935",0.0359708162713669,0.992700772826618,4,17,"endothelial cell proliferation","BP",80
"21","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0070828",0.0146364182192919,0.999633668239487,2,3,"heterochromatin organization","BP",80
"22","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:1902455",0.0146364182192919,0.999633668239487,2,3,"negative regulation of stem cell population maintenance","BP",80
"23","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",80
"24","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0018057",0.0293059807949241,0.998502273496655,2,4,"peptidyl-lysine oxidation","BP",80
"25","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0010718",0.00181076350348892,0.999589029438288,9,35,"positive regulation of epithelial to mesenchymal transition","BP",80
"26","evm.TU.chromosome_12.1425",111.312547517858,-1.91079219485334,0.585773058460148,-3.26200081628257,0.00110628825002982,0.0396461774716871,299,81,159,0,21,258,113,84,130,200,133,112,203,212,35,208,157,24,80,"GO:0016641",0.0146364182192919,0.999633668239487,2,3,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","MF",80
"27","evm.TU.chromosome_4.2059",203.972147551689,1.21963720241829,0.316063876452024,3.85883137329495,0.000113930511411246,0.00782698110212993,378,1288,96,11,222,354,630,61,489,440,232,888,330,257,51,369,187,28,42,"GO:0005850",0.0348602706145497,0.998039016654864,2,4,"eukaryotic translation initiation factor 2 complex","CC",42
