"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1815","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC"
"1836","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC"
"1819","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC"
"1714","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF"
"1817","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA
"246","GO:0000786",8.68000423655731e-07,0.999999852856848,17,43,"nucleosome","CC"
"5541","GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC"
"1220","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF"
"967","GO:0003680",1.04700716802029e-05,0.99999956256822,7,10,"minor groove of adenine-thymine-rich DNA binding","MF"
"5219","GO:0030199",1.38048079190912e-05,0.999997596215807,13,42,"collagen fibril organization","BP"
"5279","GO:0030301",1.76500381981711e-05,0.999998645053719,8,15,"cholesterol transport","BP"
"2207","GO:0006334",3.34258970070792e-05,0.999992766007381,15,47,"nucleosome assembly","BP"
"117","GO:0000272",0.000137672236566403,0.999979563088625,9,27,"polysaccharide catabolic process","BP"
"7590","GO:0042730",0.000209947654346669,0.999977537015622,7,17,"fibrinolysis","BP"
"8021","GO:0044179",0.000278736025552687,0.999984622717223,5,9,"hemolysis in another organism","BP"
"1887","GO:0005719",0.000344951944268299,0.999970797240525,6,12,NA,NA
"10353","GO:0061077",0.000364816507922571,0.999929207231091,10,33,"chaperone-mediated protein folding","BP"
"11649","GO:0097067",0.000402595971319941,0.999973877284334,5,10,"cellular response to thyroid hormone stimulus","BP"
"4343","GO:0016460",0.000508125822904906,0.999940206320237,7,15,"myosin II complex","CC"
"11617","GO:0090729",0.000767702340783581,0.999816806913138,11,41,"toxin activity","MF"
"11148","GO:0071873",0.000768355622787185,0.999965266627667,4,7,"response to norepinephrine","BP"
"1954","GO:0005826",0.000952248675250667,0.999962034265367,4,6,"actomyosin contractile ring","CC"
"11521","GO:0090254",0.00101659487115414,1,3,3,"cell elongation involved in imaginal disc-derived wing morphogenesis","BP"
"1792","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF"
"5877","GO:0032036",0.00103386222541996,0.999891076945758,6,12,"myosin heavy chain binding","MF"
"5581","GO:0031097",0.00137734660227309,1,3,3,"medial cortex","CC"
"12586","GO:1903475",0.00137734660227309,1,3,3,"mitotic actomyosin contractile ring assembly","BP"
"12758","GO:1904530",0.00137734660227309,1,3,3,"negative regulation of actin filament binding","BP"
"9881","GO:0055072",0.00143902797173951,0.999763520732043,7,23,"iron ion homeostasis","BP"
"2955","GO:0008061",0.0015987360189158,0.999571075800172,11,48,"chitin binding","MF"
"1918","GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC"
"5736","GO:0031492",0.00170665389625459,0.99984537649885,5,10,"nucleosomal DNA binding","MF"
"3740","GO:0010718",0.00181076350348892,0.999589029438288,9,35,"positive regulation of epithelial to mesenchymal transition","BP"
"11722","GO:0097264",0.00181530788262332,0.999809926915983,5,13,"self proteolysis","BP"
"173","GO:0000413",0.00192203803031182,0.999906481806227,4,6,"protein peptidyl-prolyl isomerization","BP"
"3047","GO:0008239",0.00234262767002173,0.999739523196242,5,13,"dipeptidyl-peptidase activity","MF"
"4075","GO:0015485",0.00246663480764292,0.99955302011307,7,23,"cholesterol binding","MF"
"1821","GO:0005584",0.00270487642316178,0.999791832521847,4,9,"collagen type I trimer","CC"
"7942","GO:0043589",0.00270487642316178,0.999791832521847,4,9,"skin morphogenesis","BP"
"9000","GO:0048407",0.0027559330496216,0.999681506452644,5,13,"platelet-derived growth factor binding","MF"
"8620","GO:0046540",0.00359460560801498,0.999430029751747,6,17,"U4/U6 x U5 tri-snRNP complex","CC"
"9432","GO:0051014",0.00371257255466092,0.999708424502535,4,8,"actin filament severing","BP"
"8413","GO:0045735",0.00374613817294753,0.999852149699906,3,5,"nutrient reservoir activity","MF"
"2507","GO:0006824",0.00381101086129946,0.999848640631289,3,5,"cobalt ion transport","BP"
"6846","GO:0035277",0.00389072963613454,0.999893009649032,3,4,"spiracle morphogenesis, open tracheal system","BP"
"5257","GO:0030261",0.00417538303440916,0.99966070358727,4,8,"chromosome condensation","BP"
"2063","GO:0006032",0.00427674392444566,0.999257864488331,6,21,"chitin catabolic process","BP"
"5344","GO:0030479",0.00467393441760956,0.999862384874357,3,4,"actin cortical patch","CC"
"1384","GO:0004553",0.00479878127683983,0.998586567505216,10,49,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"1829","GO:0005595",0.00499253960739584,0.999780991777551,3,5,"collagen type XII trimer","CC"
"5125","GO:0030020",0.00499253960739584,0.999780991777551,3,5,"extracellular matrix structural constituent conferring tensile strength","MF"
"7802","GO:0043247",0.00512302447560147,1,2,2,"telomere maintenance in response to DNA damage","BP"
"1562","GO:0004819",0.00512302544682537,1,2,2,"glutamine-tRNA ligase activity","MF"
"2270","GO:0006425",0.00512302544682537,1,2,2,"glutaminyl-tRNA aminoacylation","BP"
"12729","GO:1904358",0.00512302589919374,1,2,2,"positive regulation of telomere maintenance via telomere lengthening","BP"
"11141","GO:0071846",0.00518474025391546,0.999841295450786,3,4,"actin filament debranching","BP"
"480","GO:0001716",0.00522530288149781,1,2,2,"L-amino-acid oxidase activity","MF"
"5995","GO:0032366",0.00536104348968826,0.999833823519037,3,4,"intracellular sterol transport","BP"
"3398","GO:0009277",0.00543739329421807,1,2,2,"fungal-type cell wall","CC"
"4435","GO:0016702",0.0054814469052228,0.998795738490633,7,29,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"7557","GO:0042632",0.00557669492863802,0.99879314187158,7,26,"cholesterol homeostasis","BP"
"1242","GO:0004325",0.0056021780606361,1,2,2,"ferrochelatase activity","MF"
"1369","GO:0004521",0.00577169523335724,0.998932817409959,6,21,"RNA endonuclease activity","MF"
"1217","GO:0004197",0.00589883571925086,0.998201418621006,10,51,"cysteine-type endopeptidase activity","MF"
"2612","GO:0007017",0.00600273534309736,0.998480283709504,8,35,"microtubule-based process","BP"
"2219","GO:0006352",0.00612245226558986,0.998509730499206,8,27,"DNA-templated transcription initiation","BP"
"109","GO:0000244",0.00616017476100667,0.999368058311245,4,10,"spliceosomal tri-snRNP complex assembly","BP"
"1396","GO:0004568",0.00659592144310945,0.998995406847032,5,16,"chitinase activity","MF"
"12809","GO:1904874",0.00662631065122379,0.999618769634256,3,6,"positive regulation of telomerase RNA localization to Cajal body","BP"
"9789","GO:0052689",0.00665654830351578,0.998088215321655,9,45,"carboxylic ester hydrolase activity","MF"
"5624","GO:0031177",0.00703947088111381,0.999220664768636,4,11,"phosphopantetheine binding","MF"
"3031","GO:0008206",0.00737366653406932,0.999172464828887,4,11,"bile acid metabolic process","BP"
"13222","GO:2000323",0.00740562316059067,0.99955594834886,3,6,"negative regulation of glucocorticoid receptor signaling pathway","BP"
"9537","GO:0051286",0.00774318774163376,0.999599878515708,3,5,"cell tip","CC"
"7888","GO:0043489",0.00807799149308193,1,2,2,"RNA stabilization","BP"
"5204","GO:0030169",0.00834260045599648,0.999028988592327,4,11,"low-density lipoprotein particle binding","MF"
"2444","GO:0006691",0.00853196162480629,0.998971253238338,4,12,"leukotriene metabolic process","BP"
"10993","GO:0071396",0.0091573477643081,1,2,2,"cellular response to lipid","BP"
"8421","GO:0045743",0.00920610098403339,0.999401125742288,3,6,"positive regulation of fibroblast growth factor receptor signaling pathway","BP"
