"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"1","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,8,1.93,0.00071,"Biological Processes","4"
"2","GO:0010172","embryonic body morphogenesis",104,7,1.68,0.00151,"Biological Processes","4"
"3","GO:0021702","cerebellar Purkinje cell differentiation",4,2,0.06,0.00153,"Biological Processes","4"
"4","GO:0060964","regulation of miRNA-mediated gene silencing",141,8,2.28,0.00212,"Biological Processes","4"
"5","GO:0010836","negative regulation of protein ADP-ribosylation",5,2,0.08,0.00253,"Biological Processes","4"
"6","GO:0010586","miRNA metabolic process",152,8,2.46,0.00337,"Biological Processes","4"
"7","GO:0007214","gamma-aminobutyric acid signaling pathway",63,5,1.02,0.00351,"Biological Processes","4"
"8","GO:0007346","regulation of mitotic cell cycle",409,11,6.62,0.00374,"Biological Processes","4"
"9","GO:0030033","microvillus assembly",6,2,0.1,0.00375,"Biological Processes","4"
"10","GO:0021915","neural tube development",364,13,5.89,0.00594,"Biological Processes","4"
"11","GO:0051491","positive regulation of filopodium assembly",25,3,0.4,0.00742,"Biological Processes","4"
"12","GO:0045184","establishment of protein localization",1250,17,20.24,0.00881,"Biological Processes","4"
"13","GO:0031290","retinal ganglion cell axon guidance",27,3,0.44,0.00922,"Biological Processes","4"
"14","GO:0072089","stem cell proliferation",148,7,2.4,0.01047,"Biological Processes","4"
"15","GO:0031589","cell-substrate adhesion",227,7,3.68,0.01068,"Biological Processes","4"
"16","GO:0035385","Roundabout signaling pathway",30,3,0.49,0.01235,"Biological Processes","4"
"17","GO:0006979","response to oxidative stress",280,9,4.53,0.01238,"Biological Processes","4"
"18","GO:0090200","positive regulation of release of cytochrome c from...",12,2,0.19,0.0155,"Biological Processes","4"
"19","GO:1903096","protein localization to meiotic spindle midzone",1,1,0.02,0.01619,"Biological Processes","4"
"20","GO:0015910","long-chain fatty acid import into peroxisome",1,1,0.02,0.01619,"Biological Processes","4"
"21","GO:0048219","inter-Golgi cisterna vesicle-mediated transport",1,1,0.02,0.01619,"Biological Processes","4"
"22","GO:0021547","midbrain-hindbrain boundary initiation",1,1,0.02,0.01619,"Biological Processes","4"
"23","GO:0071816","tail-anchored membrane protein insertion into ER me...",1,1,0.02,0.01619,"Biological Processes","4"
"24","GO:0060400","negative regulation of growth hormone receptor sign...",1,1,0.02,0.01619,"Biological Processes","4"
"25","GO:1902685","positive regulation of receptor localization to syn...",1,1,0.02,0.01619,"Biological Processes","4"
"26","GO:0060298","positive regulation of sarcomere organization",1,1,0.02,0.01619,"Biological Processes","4"
"27","GO:0035022","positive regulation of Rac protein signal transduct...",1,1,0.02,0.01619,"Biological Processes","4"
"28","GO:0033316","meiotic spindle assembly checkpoint signaling",1,1,0.02,0.01619,"Biological Processes","4"
"29","GO:0051036","regulation of endosome size",1,1,0.02,0.01619,"Biological Processes","4"
"30","GO:0000162","L-tryptophan biosynthetic process",1,1,0.02,0.01619,"Biological Processes","4"
"31","GO:0000296","spermine transport",1,1,0.02,0.01619,"Biological Processes","4"
"32","GO:1990786","cellular response to dsDNA",1,1,0.02,0.01619,"Biological Processes","4"
"33","GO:2000744","positive regulation of anterior head development",1,1,0.02,0.01619,"Biological Processes","4"
"34","GO:0000082","G1/S transition of mitotic cell cycle",201,8,3.26,0.01689,"Biological Processes","4"
"35","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.66,0.01757,"Biological Processes","4"
"36","GO:0030282","bone mineralization",195,7,3.16,0.01852,"Biological Processes","4"
"37","GO:2000177","regulation of neural precursor cell proliferation",168,7,2.72,0.01977,"Biological Processes","4"
"38","GO:0051865","protein autoubiquitination",207,8,3.35,0.01978,"Biological Processes","4"
"39","GO:0008543","fibroblast growth factor receptor signaling pathway",209,9,3.38,0.02162,"Biological Processes","4"
"40","GO:0009698","phenylpropanoid metabolic process",16,2,0.26,0.027,"Biological Processes","4"
"41","GO:0046579","positive regulation of Ras protein signal transduct...",17,2,0.28,0.03028,"Biological Processes","4"
"42","GO:0019227","neuronal action potential propagation",17,2,0.28,0.03028,"Biological Processes","4"
"43","GO:0060395","SMAD protein signal transduction",42,3,0.68,0.03032,"Biological Processes","4"
"44","GO:1902178","fibroblast growth factor receptor apoptotic signali...",2,1,0.03,0.03213,"Biological Processes","4"
"45","GO:0021831","embryonic olfactory bulb interneuron precursor migr...",2,1,0.03,0.03213,"Biological Processes","4"
"46","GO:1904932","negative regulation of cartilage condensation",2,1,0.03,0.03213,"Biological Processes","4"
"47","GO:1905701","positive regulation of xenobiotic detoxification by...",2,1,0.03,0.03213,"Biological Processes","4"
"48","GO:1900063","regulation of peroxisome organization",2,1,0.03,0.03213,"Biological Processes","4"
"49","GO:1990009","retinal cell apoptotic process",2,1,0.03,0.03213,"Biological Processes","4"
"50","GO:0006398","mRNA 3'-end processing by stem-loop binding and cle...",2,1,0.03,0.03213,"Biological Processes","4"
"51","GO:0019358","nicotinate nucleotide salvage",2,1,0.03,0.03213,"Biological Processes","4"
"52","GO:0001771","immunological synapse formation",2,1,0.03,0.03213,"Biological Processes","4"
"53","GO:0061642","chemoattraction of axon",2,1,0.03,0.03213,"Biological Processes","4"
"54","GO:0000432","positive regulation of transcription from RNA polym...",2,1,0.03,0.03213,"Biological Processes","4"
"55","GO:0009851","auxin biosynthetic process",2,1,0.03,0.03213,"Biological Processes","4"
"56","GO:0090149","mitochondrial membrane fission",2,1,0.03,0.03213,"Biological Processes","4"
"57","GO:2000791","negative regulation of mesenchymal cell proliferati...",2,1,0.03,0.03213,"Biological Processes","4"
"58","GO:0002357","defense response to tumor cell",2,1,0.03,0.03213,"Biological Processes","4"
"59","GO:0006707","cholesterol catabolic process",18,2,0.29,0.03371,"Biological Processes","4"
"60","GO:0060326","cell chemotaxis",115,4,1.86,0.03422,"Biological Processes","4"
"61","GO:0003416","endochondral bone growth",46,3,0.74,0.03826,"Biological Processes","4"
"62","GO:0045860","positive regulation of protein kinase activity",362,8,5.86,0.0383,"Biological Processes","4"
"63","GO:0045989","positive regulation of striated muscle contraction",24,2,0.39,0.04769,"Biological Processes","4"
