"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"1","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,17,3.42,5.2e-08,"Biological Processes","3"
"2","GO:0021915","neural tube development",364,27,10.46,2.7e-07,"Biological Processes","3"
"3","GO:2000177","regulation of neural precursor cell proliferation",168,18,4.83,1.5e-06,"Biological Processes","3"
"4","GO:0010172","embryonic body morphogenesis",104,14,2.99,1.6e-06,"Biological Processes","3"
"5","GO:0010586","miRNA metabolic process",152,17,4.37,1.8e-06,"Biological Processes","3"
"6","GO:0000082","G1/S transition of mitotic cell cycle",201,18,5.78,3.6e-06,"Biological Processes","3"
"7","GO:0072089","stem cell proliferation",148,16,4.25,5.7e-06,"Biological Processes","3"
"8","GO:0060964","regulation of miRNA-mediated gene silencing",141,16,4.05,7.9e-06,"Biological Processes","3"
"9","GO:0008543","fibroblast growth factor receptor signaling pathway",209,19,6.01,2.7e-05,"Biological Processes","3"
"10","GO:0015074","DNA integration",960,49,27.58,6.8e-05,"Biological Processes","3"
"11","GO:0051865","protein autoubiquitination",207,17,5.95,1e-04,"Biological Processes","3"
"12","GO:0032717","negative regulation of interleukin-8 production",2,2,0.06,0.00082,"Biological Processes","3"
"13","GO:0075732","viral penetration into host nucleus",45,6,1.29,0.00172,"Biological Processes","3"
"14","GO:0010267","ta-siRNA processing",3,2,0.09,0.00242,"Biological Processes","3"
"15","GO:1903679","positive regulation of cap-independent translationa...",3,2,0.09,0.00242,"Biological Processes","3"
"16","GO:0043252","sodium-independent organic anion transport",12,3,0.34,0.00427,"Biological Processes","3"
"17","GO:0007161","calcium-independent cell-matrix adhesion",4,2,0.11,0.00476,"Biological Processes","3"
"18","GO:0050982","detection of mechanical stimulus",170,13,4.88,0.00479,"Biological Processes","3"
"19","GO:0006310","DNA recombination",917,32,26.35,0.00739,"Biological Processes","3"
"20","GO:0036303","lymph vessel morphogenesis",13,3,0.37,0.00775,"Biological Processes","3"
"21","GO:0030242","autophagy of peroxisome",5,2,0.14,0.00778,"Biological Processes","3"
"22","GO:0072287","metanephric distal tubule morphogenesis",5,2,0.14,0.00778,"Biological Processes","3"
"23","GO:0042832","defense response to protozoan",5,2,0.14,0.00778,"Biological Processes","3"
"24","GO:0072237","metanephric proximal tubule development",5,2,0.14,0.00778,"Biological Processes","3"
"25","GO:0070327","thyroid hormone transport",15,3,0.43,0.00829,"Biological Processes","3"
"26","GO:0050829","defense response to Gram-negative bacterium",65,6,1.87,0.01078,"Biological Processes","3"
"27","GO:0072177","mesonephric duct development",6,2,0.17,0.01145,"Biological Processes","3"
"28","GO:0070121","Kupffer's vesicle development",18,3,0.52,0.01395,"Biological Processes","3"
